CustomerID,Transaction_ID
17850,536365
17850,536366
13047,536367
13047,536368
13047,536369
12583,536370
13748,536371
17850,536372
17850,536373
15100,536374
17850,536375
15291,536376
17850,536377
14688,536378
17809,536380
15311,536381
16098,536382
18074,536384
17420,536385
16029,536386
16029,536387
16250,536388
12431,536389
17511,536390
13705,536392
13747,536393
13408,536394
13767,536395
17850,536396
17924,536397
13448,536398
17850,536399
13448,536400
15862,536401
15513,536402
12791,536403
16218,536404
14045,536405
17850,536406
17850,536407
14307,536408
17908,536409
17920,536412
12838,536415
13255,536416
16583,536420
18085,536423
13758,536425
13694,536437
15983,536446
14849,536460
14849,536463
17968,536464
14849,536466
16210,536477
17897,536488
17377,536500
16552,536502
17181,536508
17951,536514
14729,536520
12748,536521
15012,536522
12868,536523
17572,536524
14078,536525
14001,536526
12662,536527
15525,536528
14237,536529
17905,536530
15485,536531
12433,536532
16955,536533
15350,536534
15605,536535
18144,536536
15922,536537
14594,536538
15165,536539
14911,536540
14911,536541
16456,536542
12652,536544
14158,536544
14860,536544
14321,536544
15189,536544
14036,536544
13467,536544
17266,536544
14196,536544
12471,536544
15921,536544
17913,536544
14947,536544
16667,536544
12362,536544
17343,536544
13340,536544
18022,536544
12398,536544
17999,536544
16482,536544
17702,536544
14101,536544
15917,536544
14624,536544
13949,536544
13015,536544
17700,536544
17608,536544
15238,536544
15311,536544
12832,536544
14177,536544
17048,536544
12626,536544
13278,536544
15203,536544
17869,536544
17373,536544
16813,536544
15290,536544
16801,536544
14592,536544
15033,536544
13512,536544
16059,536544
17356,536544
13069,536544
14476,536544
16306,536544
17464,536544
18211,536544
16810,536544
14234,536544
14766,536544
17849,536544
13131,536544
16674,536544
18065,536544
18261,536544
15579,536544
16929,536544
16062,536544
15042,536544
16278,536544
14290,536544
12665,536544
17935,536544
13867,536544
15703,536544
16954,536544
15014,536544
15119,536544
13930,536544
15805,536544
14284,536544
14972,536544
14643,536544
14915,536544
14309,536544
13692,536544
16931,536544
14710,536544
12627,536544
12752,536544
17041,536544
17365,536544
16049,536544
16230,536544
15986,536544
16907,536544
13404,536544
15363,536544
12360,536544
15863,536544
14272,536544
14680,536544
17333,536544
16679,536544
14862,536544
14729,536544
13956,536544
14312,536544
17387,536544
13455,536544
17354,536544
16940,536544
14583,536544
15472,536544
15301,536544
12937,536544
17879,536544
14463,536544
15757,536544
18108,536544
17507,536544
13291,536544
17444,536544
15128,536544
17193,536544
16872,536544
16763,536544
14748,536544
13417,536544
12837,536544
14456,536544
13466,536544
13166,536544
12952,536544
17960,536544
17838,536544
18233,536544
12598,536544
13618,536544
13645,536544
18150,536544
12967,536544
15113,536544
16110,536544
15747,536544
15562,536544
13747,536544
14752,536544
15797,536544
16206,536544
15752,536544
16027,536544
17353,536544
13356,536544
13091,536544
14716,536544
17175,536544
15661,536544
17830,536544
17153,536544
17829,536544
12446,536544
12569,536544
16685,536544
17561,536544
14570,536544
15950,536544
16745,536544
15937,536544
14918,536544
17059,536544
15257,536544
18248,536544
16897,536544
14712,536544
12488,536544
15895,536544
14713,536544
16460,536544
17230,536544
16873,536544
13471,536544
15841,536544
12435,536544
15643,536544
16698,536544
15106,536544
13519,536544
15473,536544
15717,536544
17480,536544
15114,536544
14693,536544
15152,536544
13854,536544
12847,536544
14390,536544
16565,536544
12432,536544
17881,536544
14047,536544
13305,536544
13924,536544
13068,536544
16788,536544
16517,536544
14415,536544
17763,536544
16796,536544
15249,536544
15940,536544
12779,536544
15507,536544
13897,536544
17368,536544
14483,536544
17630,536544
15437,536544
15149,536544
14870,536544
13385,536544
14692,536544
14502,536544
12409,536544
14520,536544
12599,536544
17650,536544
13868,536544
17969,536544
15074,536544
12600,536544
13962,536544
12758,536544
14984,536544
14075,536544
17349,536544
16513,536544
15803,536544
15563,536544
16105,536544
14138,536544
12910,536544
14722,536544
16595,536544
17719,536544
15253,536544
15749,536544
13584,536544
15820,536544
17720,536544
14981,536544
13517,536544
14085,536544
15965,536544
13437,536544
13282,536544
15676,536544
14216,536544
13243,536544
17967,536544
14733,536544
17244,536544
15073,536544
17977,536544
12377,536544
14032,536544
12686,536544
15360,536544
12775,536544
14815,536544
14666,536544
14105,536544
12748,536544
14920,536544
15545,536544
14021,536544
16045,536544
15457,536544
12990,536544
17950,536544
12653,536544
14699,536544
17330,536544
16510,536544
12879,536544
13023,536544
13626,536544
14031,536544
17279,536544
12794,536544
15300,536544
12790,536544
16446,536544
17498,536544
13157,536544
16055,536544
16626,536544
12682,536544
15201,536544
15048,536544
14735,536544
15288,536544
17420,536544
15725,536544
13971,536544
17325,536544
18194,536544
16433,536544
17203,536544
16187,536544
14467,536544
12995,536544
15732,536544
15678,536544
15218,536544
15171,536544
16948,536544
18145,536544
14853,536544
17673,536544
12733,536544
13589,536544
14705,536544
18069,536544
16250,536544
17500,536544
14548,536544
18068,536544
13481,536544
14852,536544
12820,536544
16099,536544
14747,536544
13048,536544
16473,536544
16985,536544
14768,536544
15276,536544
18180,536544
16832,536544
12984,536544
16033,536544
16499,536544
17668,536544
13685,536544
16116,536544
14224,536544
12875,536544
13332,536544
13772,536544
14064,536544
17095,536544
15478,536544
15053,536544
15099,536544
13280,536544
12484,536544
14447,536544
13908,536544
15023,536544
13680,536544
16583,536544
12491,536544
13165,536544
15339,536544
14738,536544
17859,536544
14616,536544
13236,536544
15062,536544
16216,536544
13878,536544
12410,536544
16596,536544
14083,536544
15419,536544
17535,536544
12902,536544
13212,536544
16173,536544
13482,536544
16114,536544
14577,536544
12604,536544
15241,536544
15713,536544
15952,536544
15417,536544
17975,536544
12938,536544
14233,536544
14214,536544
16825,536544
18095,536544
14600,536544
14640,536544
17514,536544
15985,536544
16101,536544
12586,536544
17394,536544
16587,536544
18044,536544
17388,536544
17076,536544
16019,536544
17837,536544
14107,536544
12811,536544
12678,536544
17841,536544
17551,536544
14176,536544
12414,536544
12607,536544
13174,536544
17548,536544
15136,536544
13989,536544
15306,536544
14913,536544
17030,536544
17779,536544
16370,536544
15605,536544
13990,536544
13049,536544
13169,536544
16170,536544
16318,536544
15098,536544
17744,536544
17291,536544
12551,536544
12856,536544
13937,536544
17451,536544
13355,536544
13561,536544
15372,536544
17525,536544
17123,536544
17187,536544
15584,536544
17572,536544
13213,536544
13532,536544
13988,536544
16967,536544
13494,536544
13884,536544
14690,536544
16079,536544
14780,536544
18257,536544
15379,536544
14046,536544
14189,536544
12524,536544
14140,536544
16912,536544
13389,536544
13670,536544
12527,536544
12635,536544
14819,536544
12418,536544
17384,536544
13186,536544
15835,536544
16480,536544
16162,536544
16880,536544
18276,536544
15307,536544
16432,536544
17724,536544
13651,536544
16174,536544
17430,536544
13821,536544
17496,536544
15205,536544
18075,536544
14231,536544
17777,536544
17408,536544
16271,536544
13422,536544
17603,536544
15095,536544
14511,536544
17714,536544
12590,536544
16123,536544
17346,536551
17509,536555
15160,536555
17643,536556
17841,536557
14627,536558
17873,536559
13093,536560
12921,536561
13468,536562
17760,536563
13468,536564
13248,536565
14360,536565
16928,536566
16048,536567
16048,536568
16274,536569
14496,536570
14696,536571
16539,536572
17025,536573
17025,536574
13777,536575
13777,536576
13777,536577
17690,536578
13777,536579
17690,536580
13777,536581
12947,536582
13777,536583
13777,536584
17460,536585
18229,536586
14142,536587
17069,536588
13065,536590
14606,536591
12352,536592
16954,536592
14624,536592
17537,536592
15527,536592
13602,536592
17964,536592
17011,536592
16955,536592
13497,536592
17781,536592
15886,536592
12877,536592
13280,536592
14754,536592
16266,536592
12456,536592
14689,536592
14984,536592
16582,536592
15168,536592
12414,536592
14436,536592
12921,536592
13956,536592
15555,536592
15756,536592
14957,536592
14056,536592
14616,536592
17590,536592
15900,536592
17155,536592
15402,536592
17515,536592
17873,536592
15159,536592
16119,536592
15054,536592
18246,536592
14801,536592
16596,536592
12957,536592
15339,536592
13255,536592
13562,536592
14396,536592
14514,536592
13759,536592
12680,536592
17239,536592
12432,536592
14600,536592
16377,536592
12640,536592
18170,536592
16843,536592
13772,536592
14789,536592
14810,536592
15533,536592
12492,536592
14477,536592
12682,536592
16425,536592
17203,536592
16188,536592
18043,536592
12605,536592
17073,536592
17315,536592
12901,536592
16639,536592
16592,536592
17115,536592
14740,536592
14515,536592
13571,536592
16338,536592
13292,536592
13901,536592
18147,536592
12653,536592
16701,536592
13115,536592
18180,536592
14756,536592
17427,536592
12522,536592
12620,536592
16499,536592
14006,536592
17691,536592
16218,536592
16330,536592
15863,536592
17564,536592
14592,536592
16529,536592
12708,536592
17735,536592
17774,536592
15272,536592
17758,536592
15089,536592
17630,536592
17744,536592
14594,536592
13001,536592
16117,536592
14276,536592
18082,536592
13373,536592
14293,536592
15746,536592
16442,536592
16947,536592
16292,536592
14467,536592
12378,536592
13193,536592
13621,536592
14024,536592
14680,536592
18116,536592
16215,536592
13411,536592
13506,536592
15644,536592
12504,536592
12583,536592
17253,536592
17769,536592
18066,536592
17891,536592
17284,536592
12822,536592
13283,536592
17388,536592
12668,536592
14315,536592
12451,536592
16498,536592
17904,536592
15127,536592
12832,536592
16516,536592
14501,536592
15867,536592
13320,536592
14236,536592
12446,536592
16431,536592
12436,536592
13198,536592
16113,536592
18069,536592
15795,536592
14656,536592
16601,536592
15342,536592
13325,536592
17711,536592
17749,536592
17154,536592
12349,536592
15747,536592
15214,536592
16097,536592
17835,536592
13887,536592
17045,536592
12755,536592
13667,536592
18183,536592
14669,536592
12475,536592
14004,536592
15363,536592
14201,536592
16500,536592
16282,536592
17797,536592
13824,536592
13911,536592
12818,536592
15405,536592
16372,536592
12441,536592
15099,536592
16563,536592
17609,536592
16302,536592
16457,536592
17894,536592
16953,536592
14273,536592
12743,536592
13894,536592
14051,536592
14423,536592
16549,536592
16311,536592
13974,536592
14644,536592
16948,536592
18160,536592
12516,536592
13732,536592
18093,536592
16050,536592
12727,536592
14035,536592
14098,536592
17097,536592
14175,536592
14032,536592
14704,536592
17869,536592
16012,536592
16634,536592
15096,536592
16715,536592
15732,536592
18022,536592
17004,536592
16558,536592
17046,536592
13055,536592
17595,536592
17725,536592
14277,536592
14537,536592
15687,536592
14629,536592
15573,536592
15683,536592
14805,536592
15237,536592
16242,536592
17468,536592
18165,536592
13161,536592
16682,536592
16256,536592
14735,536592
15095,536592
14306,536592
14664,536592
15610,536592
17863,536592
14962,536592
16616,536592
13133,536592
12536,536592
13884,536592
15587,536592
17312,536592
18104,536592
16278,536592
16144,536592
16243,536592
16718,536592
13240,536592
16342,536592
17695,536592
15172,536592
14068,536592
14642,536592
15457,536592
14258,536592
15716,536592
16747,536592
16190,536592
13233,536592
18041,536592
16297,536592
14159,536592
14090,536592
12816,536592
17171,536592
17350,536592
15299,536592
13016,536592
13993,536592
15864,536592
16942,536592
12523,536592
17298,536592
13158,536592
12611,536592
15308,536592
12615,536592
15957,536592
15777,536592
17931,536592
16169,536592
16359,536592
13663,536592
15236,536592
14733,536592
17398,536592
13672,536592
17843,536592
14128,536592
16536,536592
15749,536592
13673,536592
17085,536592
13827,536592
15333,536592
16128,536592
12700,536592
16752,536592
14046,536592
16173,536592
13555,536592
16392,536592
14111,536592
14109,536592
12498,536592
15325,536592
17277,536592
16497,536592
12599,536592
15263,536592
13973,536592
17049,536592
15525,536592
17212,536592
16764,536592
13402,536592
16793,536592
17739,536592
15628,536592
13832,536592
14873,536592
16696,536592
17920,536592
13228,536592
17968,536592
17302,536592
16298,536592
14646,536592
15098,536592
17221,536592
12530,536592
16478,536592
17880,536592
